Element,Error_12p5us_pct,Error_6p25us_pct,Error_3p125us_pct,Error_RE1_pct,Error_RE2_pct,Error_Mixed_pct,ObservedP_12p5_to_6p25,AngleDeg_12p5_to_6p25,ObservedP_6p25_to_3p125,AngleDeg_6p25_to_3p125
Ydd,5.56223797059511,1.05320669767092,0.342945328546263,4.35337216746344,1.39975007732603,2.55175479601846,2.40087686810681,-48.947899648512,1.61873809193102,101.108684648902
Ydq,4.01973052977999,1.85163479253013,0.0693950377887102,2.20318581805417,1.54538697225011,2.57798636344001,1.11829921438145,-33.1235271403465,4.7378232621485,-51.736398603655
Yqd,1.53693170596166,0.429751973649866,0.0546015399203786,1.72269038368924,0.763090797486827,1.02815059108283,1.8384768893952,-89.9915424198736,2.97649072036354,-125.069457956617
Yqq,4.20326641797956,2.32758894893575,0.294564237664305,2.83886275491508,2.1691121591328,3.19805720502087,0.852674601026948,-37.0955105577101,2.98218210952274,-59.1720009833746
