Domain, Ia, Ea
0.03415,0.000139726,-0.007205104
0.0342,0.000131593,-0.007134127
0.03425,0.000123395,-0.007061784
0.0343,0.000115134,-0.006988082
0.03435,0.000106812,-0.00691303
0.0344,9.84E-05,-0.006836636
0.03445,9.00E-05,-0.00675891
0.0345,8.15E-05,-0.006679861
0.03455,7.29E-05,-0.006599498
0.0346,6.43E-05,-0.00651783
0.03465,5.57E-05,-0.006434869
0.0347,4.69E-05,-0.006350623
0.03475,3.82E-05,-0.006265103
0.0348,2.94E-05,-0.00617832
0.03485,2.05E-05,-0.006090285
0.0349,1.16E-05,-0.006001008
0.03495,2.66E-06,-0.005910502
0.035,-6.33E-06,-0.005818777
0.03505,-1.54E-05,-0.005725846
0.0351,-2.44E-05,-0.005631721
0.03515,-3.35E-05,-0.005536414
0.0352,-4.27E-05,-0.005439937
0.03525,-5.18E-05,-0.005342303
0.0353,-6.10E-05,-0.005243526
0.03535,-7.03E-05,-0.005143618
0.0354,-7.95E-05,-0.005042594
0.03545,-8.88E-05,-0.004940466
0.0355,-9.81E-05,-0.004837248
0.03555,-0.000107475,-0.004732956
0.0356,-0.000116831,-0.004627602
0.03565,-0.000126206,-0.004521202
0.0357,-0.000135598,-0.00441377
0.03575,-0.000145006,-0.004305321
0.0358,-0.000154427,-0.004195871
0.03585,-0.000163859,-0.004085435
0.0359,-0.000173302,-0.003974029
0.03595,-0.000182752,-0.003861668
0.036,-0.000192209,-0.003748368
0.03605,-0.000201669,-0.003634147
0.0361,-0.000211132,-0.003519019
0.03615,-0.000220595,-0.003403001
0.0362,-0.000230057,-0.003286112
0.03625,-0.000239514,-0.003168366
0.0363,-0.000248967,-0.003049782
0.03635,-0.000258411,-0.002930378
0.0364,-0.000267847,-0.00281017
0.03645,-0.000277271,-0.002689176
0.0365,-0.000286681,-0.002567414
0.03655,-0.000296077,-0.002444903
0.0366,-0.000305455,-0.002321661
0.03665,-0.000314814,-0.002197705
0.0367,-0.000324151,-0.002073055
0.03675,-0.000333466,-0.001947729
0.0368,-0.000342755,-0.001821747
0.03685,-0.000352017,-0.001695127
0.0369,-0.00036125,-0.001567889
0.03695,-0.000370452,-0.001440052
0.037,-0.00037962,-0.001311635
0.03705,-0.000388754,-0.001182658
0.0371,-0.00039785,-0.001053142
0.03715,-0.000406907,-0.000923106
0.0372,-0.000415923,-0.00079257
0.03725,-0.000424896,-0.000661554
0.0373,-0.000433824,-0.000530079
0.03735,-0.000442705,-0.000398166
0.0374,-0.000451537,-0.000265834
0.03745,-0.000460318,-0.000133105
0.0375,-0.000469046,7.19E-16
0.03755,-0.000477719,0.000133461
0.0376,-0.000486335,0.000267256
0.03765,-0.000494892,0.000401364
