Domain, Ia, Ea
0.0179,0.000187374,-0.002097936
0.01795,0.000187876,-0.001987015
0.018,0.000188276,-0.001874184
0.01805,0.000188571,-0.001759509
0.0181,0.000188761,-0.001643056
0.01815,0.000188846,-0.001524891
0.0182,0.000188824,-0.001405085
0.01825,0.000188694,-0.001283707
0.0183,0.000188456,-0.00116083
0.01835,0.000188109,-0.001036528
0.0184,0.000187653,-0.000910874
0.01845,0.000187087,-0.000783944
0.0185,0.000186411,-0.000655817
0.01855,0.000185625,-0.000526571
0.0186,0.000184727,-0.000396285
0.01865,0.000183719,-0.00026504
0.0187,0.000182599,-0.000132917
0.01875,0.000181368,3.60E-16
0.0188,0.000180025,0.000133628
0.01885,0.000178572,0.000267882
0.0189,0.000177007,0.000402677
0.01895,0.000175331,0.000537926
0.019,0.000173544,0.000673542
0.01905,0.000171647,0.000809439
0.0191,0.000169641,0.000945526
0.01915,0.000167524,0.001081717
0.0192,0.000165299,0.00121792
0.01925,0.000162966,0.001354047
0.0193,0.000160525,0.001490008
0.01935,0.000157977,0.001625711
0.0194,0.000155323,0.001761065
0.01945,0.000152565,0.001895981
0.0195,0.000149702,0.002030366
0.01955,0.000146736,0.00216413
0.0196,0.000143668,0.002297181
0.01965,0.0001405,0.002429428
0.0197,0.000137232,0.00256078
0.01975,0.000133866,0.002691145
0.0198,0.000130403,0.002820434
0.01985,0.000126845,0.002948555
0.0199,0.000123194,0.003075419
0.01995,0.000119451,0.003200935
0.02,0.000115617,0.003325016
0.02005,0.000111694,0.003447571
0.0201,0.000107685,0.003568512
0.02015,0.000103591,0.003687754
0.0202,9.94E-05,0.003805207
0.02025,9.52E-05,0.003920788
0.0203,9.08E-05,0.00403441
0.02035,8.64E-05,0.00414599
0.0204,8.19E-05,0.004255444
0.02045,7.74E-05,0.004362691
0.0205,7.27E-05,0.004467648
0.02055,6.80E-05,0.004570237
0.0206,6.33E-05,0.004670378
0.02065,5.84E-05,0.004767994
0.0207,5.35E-05,0.00486301
0.02075,4.86E-05,0.004955349
0.0208,4.36E-05,0.005044939
0.02085,3.85E-05,0.005131709
0.0209,3.34E-05,0.005215588
0.02095,2.83E-05,0.005296506
0.021,2.31E-05,0.005374398
0.02105,1.79E-05,0.005449199
0.0211,1.26E-05,0.005520843
0.02115,7.28E-06,0.005589271
0.0212,1.94E-06,0.005654422
0.02125,-3.43E-06,0.005716237
0.0213,-8.83E-06,0.005774662
0.02135,-1.42E-05,0.005829642
0.0214,-1.97E-05,0.005881126
0.02145,-2.51E-05,0.005929062
0.0215,-3.06E-05,0.005973405
0.02155,-3.61E-05,0.006014108
0.0216,-4.16E-05,0.006051128
0.02165,-4.71E-05,0.006084423
0.0217,-5.26E-05,0.006113956
0.02175,-5.81E-05,0.00613969
0.0218,-6.36E-05,0.00616159
0.02185,-6.91E-05,0.006179625
0.0219,-7.45E-05,0.006193766
0.02195,-8.00E-05,0.006203986
0.022,-8.54E-05,0.006210261
0.02205,-9.08E-05,0.006212568
0.0221,-9.62E-05,0.006210889
0.02215,-0.000101571,0.006205207
0.0222,-0.000106898,0.006195508
0.02225,-0.00011219,0.00618178
0.0223,-0.000117444,0.006164014
0.02235,-0.000122655,0.006142204
0.0224,-0.000127822,0.006116346
0.02245,-0.00013294,0.00608644
0.0225,-0.000138006,0.006052487
0.02255,-0.000143017,0.006014491
0.0226,-0.00014797,0.00597246
0.02265,-0.000152862,0.005926403
0.0227,-0.000157689,0.005876333
0.02275,-0.000162448,0.005822265
0.0228,-0.000167136,0.005764217
0.02285,-0.00017175,0.005702209
0.0229,-0.000176286,0.005636266
0.02295,-0.000180743,0.005566412
0.023,-0.000185116,0.005492676
0.02305,-0.000189403,0.00541509
0.0231,-0.0001936,0.005333689
0.02315,-0.000197706,0.005248507
0.0232,-0.000201716,0.005159586
0.02325,-0.000205629,0.005066967
0.0233,-0.000209441,0.004970694
0.02335,-0.00021315,0.004870815
0.0234,-0.000216753,0.004767379
0.02345,-0.000220248,0.004660439
0.0235,-0.000223631,0.00455005
0.02355,-0.0002269,0.004436269
0.0236,-0.000230054,0.004319155
0.02365,-0.000233089,0.004198772
0.0237,-0.000236004,0.004075183
0.02375,-0.000238795,0.003948456
0.0238,-0.000241461,0.00381866
0.02385,-0.000244,0.003685866
0.0239,-0.00024641,0.003550149
0.02395,-0.000248688,0.003411585
0.024,-0.000250833,0.003270252
0.02405,-0.000252843,0.003126231
0.0241,-0.000254716,0.002979604
0.02415,-0.00025645,0.002830455
0.0242,-0.000258045,0.002678872
0.02425,-0.000259497,0.002524943
0.0243,-0.000260807,0.002368758
0.02435,-0.000261972,0.002210409
0.0244,-0.000262992,0.002049992
0.02445,-0.000263864,0.0018876
0.0245,-0.000264589,0.001723333
0.02455,-0.000265164,0.001557289
0.0246,-0.000265589,0.001389568
0.02465,-0.000265864,0.001220274
0.0247,-0.000265987,0.001049508
0.02475,-0.000265958,0.000877377
0.0248,-0.000265776,0.000703987
0.02485,-0.000265441,0.000529445
0.0249,-0.000264952,0.00035386
0.02495,-0.000264309,0.000177341
0.025,-0.000263511,-1.17E-15
0.02505,-0.00026256,-0.000178052
0.0251,-0.000261454,-0.000356702
0.02515,-0.000260194,-0.000535837
0.0252,-0.00025878,-0.000715342
0.02525,-0.000257212,-0.000895102
