Element,Error_50us_pct,Error_25us_pct,Error_12p5us_pct,Error_RE1_pct,Error_RE2_pct,Error_Mixed_pct,Observed_p_50_to_25,Observed_p_25_to_12p5
Ydd,2.55643736237493,1.27004284691001,0.631124512688977,0.0181147887740658,0.840990016215404,0.00485754556614705,1.00925750823457,1.00888060598473
Ydq,1.38306291531018,0.689188166192952,0.342982699183557,0.0268242234312241,0.457548181099241,0.00279025236598074,1.00489695106696,1.00676212430706
Yqd,0.503755997667343,0.256301531485288,0.128865713483472,0.0178665884052525,0.174756367906139,0.001099314994929,0.974883011093437,0.991973633568166
Yqq,1.90131158219744,0.947580420573754,0.471635746993816,0.00688916897518129,0.629510488789859,0.00364118884506949,1.00467468238136,1.00657531954812
