Domain, Ia
4.9123,-0.740439245
4.91235,-0.740060682
4.9124,-0.739682047
4.91245,-0.739303338
4.9125,-0.738924557
4.91255,-0.738545702
4.9126,-0.738166775
4.91265,-0.737787774
4.9127,-0.737408701
4.91275,-0.737029556
4.9128,-0.736650337
4.91285,-0.736271046
4.9129,-0.735891682
4.91295,-0.735512245
4.913,-0.735132736
4.91305,-0.734753154
4.9131,-0.7343735
4.91315,-0.733993773
4.9132,-0.733613974
4.91325,-0.733234102
4.9133,-0.732854158
4.91335,-0.732474142
4.9134,-0.732094054
4.91345,-0.731713893
4.9135,-0.73133366
4.91355,-0.730953355
4.9136,-0.730572977
4.91365,-0.730192528
4.9137,-0.729812006
4.91375,-0.729431413
4.9138,-0.729050747
4.91385,-0.72867001
4.9139,-0.7282892
4.91395,-0.727908319
4.914,-0.727527366
4.91405,-0.727146341
4.9141,-0.726765244
4.91415,-0.726384076
4.9142,-0.726002835
4.91425,-0.725621524
4.9143,-0.72524014
4.91435,-0.724858685
4.9144,-0.724477159
4.91445,-0.724095561
4.9145,-0.723713891
4.91455,-0.72333215
4.9146,-0.722950338
4.91465,-0.722568454
4.9147,-0.722186499
4.91475,-0.721804473
4.9148,-0.721422376
4.91485,-0.721040207
4.9149,-0.720657967
4.91495,-0.720275656
4.915,-0.719893274
4.91505,-0.719510821
4.9151,-0.719128297
4.91515,-0.718745702
4.9152,-0.718363036
4.91525,-0.717980299
4.9153,-0.717597491
4.91535,-0.717214612
4.9154,-0.716831663
4.91545,-0.716448643
4.9155,-0.716065552
4.91555,-0.71568239
4.9156,-0.715299158
4.91565,-0.714915855
4.9157,-0.714532482
4.91575,-0.714149038
4.9158,-0.713765524
4.91585,-0.713381939
4.9159,-0.712998284
4.91595,-0.712614558
4.916,-0.712230762
4.91605,-0.711846896
4.9161,-0.711462959
4.91615,-0.711078953
4.9162,-0.710694876
4.91625,-0.710310729
4.9163,-0.709926512
4.91635,-0.709542225
4.9164,-0.709157867
4.91645,-0.70877344
4.9165,-0.708388943
4.91655,-0.708004376
4.9166,-0.707619739
4.91665,-0.707235032
4.9167,-0.706850256
4.91675,-0.706465409
4.9168,-0.706080493
4.91685,-0.705695508
4.9169,-0.705310452
4.91695,-0.704925327
4.917,-0.704540133
4.91705,-0.704154868
4.9171,-0.703769535
4.91715,-0.703384132
4.9172,-0.702998659
4.91725,-0.702613117
4.9173,-0.702227506
4.91735,-0.701841826
4.9174,-0.701456076
4.91745,-0.701070257
4.9175,-0.700684369
4.91755,-0.700298411
4.9176,-0.699912385
4.91765,-0.699526289
4.9177,-0.699140124
4.91775,-0.698753891
4.9178,-0.698367588
4.91785,-0.697981217
4.9179,-0.697594776
4.91795,-0.697208267
4.918,-0.696821689
4.91805,-0.696435042
4.9181,-0.696048327
4.91815,-0.695661542
4.9182,-0.695274689
4.91825,-0.694887768
4.9183,-0.694500778
4.91835,-0.694113719
4.9184,-0.693726592
4.91845,-0.693339396
4.9185,-0.692952132
4.91855,-0.6925648
4.9186,-0.692177399
4.91865,-0.69178993
4.9187,-0.691402392
4.91875,-0.691014787
4.9188,-0.690627113
4.91885,-0.690239371
4.9189,-0.689851561
4.91895,-0.689463682
4.919,-0.689075736
4.91905,-0.688687722
4.9191,-0.68829964
4.91915,-0.687911489
4.9192,-0.687523271
4.91925,-0.687134985
4.9193,-0.686746632
4.91935,-0.68635821
4.9194,-0.685969721
4.91945,-0.685581164
4.9195,-0.685192539
4.91955,-0.684803847
4.9196,-0.684415087
4.91965,-0.68402626
4.9197,-0.683637365
4.91975,-0.683248402
4.9198,-0.682859373
4.91985,-0.682470275
4.9199,-0.682081111
4.91995,-0.681691879
4.92,-0.68130258
4.92005,-0.680913213
4.9201,-0.68052378
4.92015,-0.680134279
4.9202,-0.679744711
4.92025,-0.679355076
4.9203,-0.678965374
4.92035,-0.678575605
4.9204,-0.678185769
4.92045,-0.677795866
4.9205,-0.677405896
4.92055,-0.677015859
4.9206,-0.676625756
4.92065,-0.676235585
4.9207,-0.675845348
4.92075,-0.675455045
4.9208,-0.675064674
4.92085,-0.674674237
4.9209,-0.674283733
4.92095,-0.673893163
4.921,-0.673502527
4.92105,-0.673111823
4.9211,-0.672721054
4.92115,-0.672330218
4.9212,-0.671939315
4.92125,-0.671548347
4.9213,-0.671157312
4.92135,-0.670766211
4.9214,-0.670375043
4.92145,-0.66998381
4.9215,-0.66959251
4.92155,-0.669201144
4.9216,-0.668809712
4.92165,-0.668418215
4.9217,-0.668026651
4.92175,-0.667635021
4.9218,-0.667243325
4.92185,-0.666851564
4.9219,-0.666459737
4.92195,-0.666067844
4.922,-0.665675885
4.92205,-0.66528386
4.9221,-0.66489177
4.92215,-0.664499614
4.9222,-0.664107393
4.92225,-0.663715106
4.9223,-0.663322754
4.92235,-0.662930336
4.9224,-0.662537852
4.92245,-0.662145304
4.9225,-0.66175269
4.92255,-0.66136001
4.9226,-0.660967266
4.92265,-0.660574456
4.9227,-0.660181581
4.92275,-0.65978864
4.9228,-0.659395635
4.92285,-0.659002565
4.9229,-0.658609429
4.92295,-0.658216229
4.923,-0.657822963
4.92305,-0.657429633
4.9231,-0.657036238
4.92315,-0.656642777
4.9232,-0.656249253
4.92325,-0.655855663
4.9233,-0.655462008
4.92335,-0.655068289
4.9234,-0.654674506
4.92345,-0.654280657
4.9235,-0.653886744
4.92355,-0.653492767
4.9236,-0.653098725
4.92365,-0.652704618
4.9237,-0.652310448
4.92375,-0.651916212
4.9238,-0.651521913
4.92385,-0.651127549
4.9239,-0.650733121
4.92395,-0.650338628
4.924,-0.649944072
4.92405,-0.649549451
4.9241,-0.649154766
4.92415,-0.648760018
4.9242,-0.648365205
4.92425,-0.647970328
4.9243,-0.647575387
4.92435,-0.647180382
4.9244,-0.646785314
4.92445,-0.646390181
4.9245,-0.645994985
4.92455,-0.645599725
4.9246,-0.645204401
4.92465,-0.644809014
4.9247,-0.644413563
4.92475,-0.644018048
4.9248,-0.64362247
4.92485,-0.643226828
4.9249,-0.642831123
4.92495,-0.642435354
4.925,-0.642039522
4.92505,-0.641643626
4.9251,-0.641247668
4.92515,-0.640851646
4.9252,-0.64045556
4.92525,-0.640059412
4.9253,-0.6396632
4.92535,-0.639266925
4.9254,-0.638870587
4.92545,-0.638474186
4.9255,-0.638077722
4.92555,-0.637681195
4.9256,-0.637284606
4.92565,-0.636887953
4.9257,-0.636491237
4.92575,-0.636094459
4.9258,-0.635697617
4.92585,-0.635300713
4.9259,-0.634903747
4.92595,-0.634506717
4.926,-0.634109625
4.92605,-0.633712471
4.9261,-0.633315254
4.92615,-0.632917974
4.9262,-0.632520632
4.92625,-0.632123227
4.9263,-0.631725761
4.92635,-0.631328231
4.9264,-0.63093064
4.92645,-0.630532986
4.9265,-0.63013527
4.92655,-0.629737492
4.9266,-0.629339651
4.92665,-0.628941749
4.9267,-0.628543784
4.92675,-0.628145757
4.9268,-0.627747669
4.92685,-0.627349518
4.9269,-0.626951306
4.92695,-0.626553031
4.927,-0.626154695
4.92705,-0.625756297
4.9271,-0.625357837
4.92715,-0.624959316
4.9272,-0.624560733
4.92725,-0.624162088
4.9273,-0.623763382
4.92735,-0.623364614
4.9274,-0.622965784
4.92745,-0.622566893
4.9275,-0.622167941
4.92755,-0.621768927
4.9276,-0.621369852
4.92765,-0.620970715
4.9277,-0.620571517
4.92775,-0.620172258
4.9278,-0.619772938
4.92785,-0.619373556
4.9279,-0.618974114
4.92795,-0.61857461
4.928,-0.618175046
4.92805,-0.61777542
4.9281,-0.617375733
4.92815,-0.616975985
4.9282,-0.616576177
4.92825,-0.616176308
4.9283,-0.615776377
4.92835,-0.615376386
4.9284,-0.614976335
4.92845,-0.614576222
4.9285,-0.614176049
4.92855,-0.613775816
4.9286,-0.613375521
4.92865,-0.612975167
4.9287,-0.612574751
4.92875,-0.612174276
4.9288,-0.611773739
4.92885,-0.611373143
4.9289,-0.610972486
4.92895,-0.610571769
4.929,-0.610170991
4.92905,-0.609770154
4.9291,-0.609369256
4.92915,-0.608968298
4.9292,-0.60856728
4.92925,-0.608166202
4.9293,-0.607765063
4.92935,-0.607363865
4.9294,-0.606962607
4.92945,-0.606561289
4.9295,-0.606159911
4.92955,-0.605758474
4.9296,-0.605356976
4.92965,-0.604955419
4.9297,-0.604553802
4.92975,-0.604152125
4.9298,-0.603750389
4.92985,-0.603348593
4.9299,-0.602946738
4.92995,-0.602544823
4.93,-0.602142849
4.93005,-0.601740815
4.9301,-0.601338722
4.93015,-0.600936569
4.9302,-0.600534357
4.93025,-0.600132086
4.9303,-0.599729756
4.93035,-0.599327367
4.9304,-0.598924918
4.93045,-0.59852241
4.9305,-0.598119843
4.93055,-0.597717217
4.9306,-0.597314532
4.93065,-0.596911789
4.9307,-0.596508986
4.93075,-0.596106124
4.9308,-0.595703204
4.93085,-0.595300225
4.9309,-0.594897187
4.93095,-0.59449409
4.931,-0.594090934
4.93105,-0.59368772
4.9311,-0.593284448
4.93115,-0.592881117
4.9312,-0.592477727
4.93125,-0.592074279
4.9313,-0.591670772
4.93135,-0.591267207
4.9314,-0.590863584
4.93145,-0.590459902
4.9315,-0.590056162
4.93155,-0.589652364
4.9316,-0.589248508
4.93165,-0.588844593
4.9317,-0.588440621
4.93175,-0.58803659
4.9318,-0.587632501
4.93185,-0.587228354
4.9319,-0.58682415
4.93195,-0.586419887
4.932,-0.586015567
4.93205,-0.585611188
4.9321,-0.585206752
4.93215,-0.584802258
4.9322,-0.584397707
4.93225,-0.583993097
4.9323,-0.58358843
4.93235,-0.583183706
4.9324,-0.582778924
4.93245,-0.582374084
4.9325,-0.581969187
4.93255,-0.581564233
4.9326,-0.581159221
4.93265,-0.580754151
4.9327,-0.580349025
4.93275,-0.579943841
4.9328,-0.5795386
4.93285,-0.579133301
4.9329,-0.578727946
4.93295,-0.578322533
4.933,-0.577917064
4.93305,-0.577511537
4.9331,-0.577105953
4.93315,-0.576700313
4.9332,-0.576294615
4.93325,-0.575888861
4.9333,-0.575483049
4.93335,-0.575077181
4.9334,-0.574671256
4.93345,-0.574265275
4.9335,-0.573859237
4.93355,-0.573453142
4.9336,-0.57304699
4.93365,-0.572640782
4.9337,-0.572234518
4.93375,-0.571828197
4.9338,-0.571421819
4.93385,-0.571015385
4.9339,-0.570608895
4.93395,-0.570202349
4.934,-0.569795746
4.93405,-0.569389087
4.9341,-0.568982371
4.93415,-0.5685756
4.9342,-0.568168773
4.93425,-0.567761889
4.9343,-0.567354949
4.93435,-0.566947954
4.9344,-0.566540902
4.93445,-0.566133795
4.9345,-0.565726631
4.93455,-0.565319412
4.9346,-0.564912137
4.93465,-0.564504806
4.9347,-0.56409742
4.93475,-0.563689978
4.9348,-0.56328248
4.93485,-0.562874926
4.9349,-0.562467318
4.93495,-0.562059653
4.935,-0.561651933
4.93505,-0.561244158
4.9351,-0.560836327
4.93515,-0.560428441
4.9352,-0.5600205
4.93525,-0.559612503
4.9353,-0.559204451
4.93535,-0.558796344
4.9354,-0.558388182
4.93545,-0.557979964
4.9355,-0.557571692
4.93555,-0.557163364
4.9356,-0.556754982
4.93565,-0.556346545
4.9357,-0.555938052
4.93575,-0.555529505
4.9358,-0.555120903
4.93585,-0.554712246
4.9359,-0.554303535
4.93595,-0.553894769
4.936,-0.553485948
4.93605,-0.553077072
4.9361,-0.552668142
4.93615,-0.552259157
4.9362,-0.551850118
4.93625,-0.551441024
4.9363,-0.551031876
4.93635,-0.550622674
4.9364,-0.550213417
4.93645,-0.549804106
4.9365,-0.549394741
4.93655,-0.548985321
4.9366,-0.548575847
4.93665,-0.548166319
4.9367,-0.547756737
4.93675,-0.547347101
4.9368,-0.546937411
4.93685,-0.546527667
4.9369,-0.546117869
4.93695,-0.545708017
4.937,-0.545298111
4.93705,-0.544888152
4.9371,-0.544478138
4.93715,-0.544068071
4.9372,-0.54365795
4.93725,-0.543247776
4.9373,-0.542837548
4.93735,-0.542427266
4.9374,-0.542016931
4.93745,-0.541606542
4.9375,-0.5411961
4.93755,-0.540785605
4.9376,-0.540375056
4.93765,-0.539964453
4.9377,-0.539553798
4.93775,-0.539143089
4.9378,-0.538732327
4.93785,-0.538321512
4.9379,-0.537910643
4.93795,-0.537499722
4.938,-0.537088748
4.93805,-0.53667772
4.9381,-0.53626664
4.93815,-0.535855506
4.9382,-0.53544432
4.93825,-0.535033081
4.9383,-0.534621789
4.93835,-0.534210444
4.9384,-0.533799047
4.93845,-0.533387597
4.9385,-0.532976094
4.93855,-0.532564539
4.9386,-0.532152931
4.93865,-0.531741271
4.9387,-0.531329558
4.93875,-0.530917792
4.9388,-0.530505975
4.93885,-0.530094105
4.9389,-0.529682182
4.93895,-0.529270207
4.939,-0.528858181
4.93905,-0.528446101
4.9391,-0.52803397
4.93915,-0.527621787
4.9392,-0.527209551
4.93925,-0.526797264
4.9393,-0.526384924
4.93935,-0.525972533
4.9394,-0.52556009
4.93945,-0.525147594
4.9395,-0.524735047
4.93955,-0.524322448
4.9396,-0.523909798
4.93965,-0.523497096
4.9397,-0.523084342
4.93975,-0.522671536
4.9398,-0.522258679
4.93985,-0.52184577
4.9399,-0.52143281
4.93995,-0.521019798
4.94,-0.520606735
4.94005,-0.520193621
4.9401,-0.519780455
4.94015,-0.519367238
4.9402,-0.518953969
4.94025,-0.51854065
4.9403,-0.518127279
4.94035,-0.517713857
4.9404,-0.517300384
4.94045,-0.51688686
4.9405,-0.516473285
4.94055,-0.516059659
4.9406,-0.515645982
4.94065,-0.515232254
4.9407,-0.514818475
4.94075,-0.514404645
4.9408,-0.513990765
4.94085,-0.513576834
4.9409,-0.513162852
4.94095,-0.51274882
4.941,-0.512334737
4.94105,-0.511920603
4.9411,-0.511506419
4.94115,-0.511092185
4.9412,-0.5106779
4.94125,-0.510263564
4.9413,-0.509849179
4.94135,-0.509434742
4.9414,-0.509020256
4.94145,-0.508605719
4.9415,-0.508191133
4.94155,-0.507776496
4.9416,-0.507361809
4.94165,-0.506947071
4.9417,-0.506532284
4.94175,-0.506117447
4.9418,-0.50570256
4.94185,-0.505287623
4.9419,-0.504872636
4.94195,-0.504457599
4.942,-0.504042513
4.94205,-0.503627376
4.9421,-0.50321219
4.94215,-0.502796955
4.9422,-0.502381669
4.94225,-0.501966335
4.9423,-0.50155095
4.94235,-0.501135516
4.9424,-0.500720033
4.94245,-0.5003045
4.9425,-0.499888918
4.94255,-0.499473287
4.9426,-0.499057606
4.94265,-0.498641876
4.9427,-0.498226096
4.94275,-0.497810268
4.9428,-0.49739439
4.94285,-0.496978464
4.9429,-0.496562488
4.94295,-0.496146463
4.943,-0.49573039
4.94305,-0.495314267
4.9431,-0.494898096
4.94315,-0.494481875
4.9432,-0.494065606
4.94325,-0.493649288
4.9433,-0.493232922
4.94335,-0.492816506
4.9434,-0.492400042
4.94345,-0.49198353
4.9435,-0.491566969
4.94355,-0.491150359
4.9436,-0.490733701
4.94365,-0.490316994
4.9437,-0.48990024
4.94375,-0.489483436
4.9438,-0.489066585
4.94385,-0.488649685
4.9439,-0.488232737
4.94395,-0.487815741
4.944,-0.487398696
4.94405,-0.486981604
4.9441,-0.486564463
4.94415,-0.486147274
4.9442,-0.485730038
4.94425,-0.485312753
4.9443,-0.484895421
4.94435,-0.484478041
4.9444,-0.484060613
4.94445,-0.483643137
4.9445,-0.483225613
4.94455,-0.482808042
4.9446,-0.482390423
4.94465,-0.481972756
4.9447,-0.481555042
4.94475,-0.481137281
4.9448,-0.480719471
4.94485,-0.480301615
4.9449,-0.479883711
4.94495,-0.47946576
4.945,-0.479047761
4.94505,-0.478629715
4.9451,-0.478211622
4.94515,-0.477793481
4.9452,-0.477375294
4.94525,-0.476957059
4.9453,-0.476538777
4.94535,-0.476120449
4.9454,-0.475702073
4.94545,-0.47528365
4.9455,-0.474865181
4.94555,-0.474446664
4.9456,-0.474028101
4.94565,-0.473609491
4.9457,-0.473190834
4.94575,-0.47277213
4.9458,-0.47235338
4.94585,-0.471934583
4.9459,-0.47151574
4.94595,-0.47109685
4.946,-0.470677914
4.94605,-0.470258931
4.9461,-0.469839902
4.94615,-0.469420826
4.9462,-0.469001704
4.94625,-0.468582536
4.9463,-0.468163321
4.94635,-0.46774406
4.9464,-0.467324753
4.94645,-0.4669054
4.9465,-0.466486001
4.94655,-0.466066556
4.9466,-0.465647065
4.94665,-0.465227528
4.9467,-0.464807945
4.94675,-0.464388316
4.9468,-0.463968641
4.94685,-0.463548921
4.9469,-0.463129155
4.94695,-0.462709343
4.947,-0.462289485
4.94705,-0.461869582
4.9471,-0.461449633
4.94715,-0.461029638
4.9472,-0.460609599
4.94725,-0.460189513
4.9473,-0.459769382
4.94735,-0.459349206
4.9474,-0.458928985
4.94745,-0.458508718
4.9475,-0.458088406
4.94755,-0.457668049
4.9476,-0.457247646
4.94765,-0.456827199
4.9477,-0.456406706
4.94775,-0.455986168
4.9478,-0.455565586
4.94785,-0.455144958
4.9479,-0.454724285
4.94795,-0.454303568
4.948,-0.453882806
4.94805,-0.453461999
4.9481,-0.453041147
4.94815,-0.45262025
4.9482,-0.452199309
4.94825,-0.451778323
4.9483,-0.451357293
4.94835,-0.450936218
4.9484,-0.450515098
4.94845,-0.450093934
4.9485,-0.449672726
4.94855,-0.449251473
4.9486,-0.448830176
4.94865,-0.448408835
4.9487,-0.447987449
4.94875,-0.447566019
4.9488,-0.447144545
4.94885,-0.446723027
4.9489,-0.446301465
4.94895,-0.445879858
4.949,-0.445458208
4.94905,-0.445036514
4.9491,-0.444614776
4.94915,-0.444192993
4.9492,-0.443771168
4.94925,-0.443349298
4.9493,-0.442927384
4.94935,-0.442505427
4.9494,-0.442083426
4.94945,-0.441661382
4.9495,-0.441239294
4.94955,-0.440817162
4.9496,-0.440394987
4.94965,-0.439972768
4.9497,-0.439550506
4.94975,-0.439128201
4.9498,-0.438705852
4.94985,-0.43828346
4.9499,-0.437861025
4.94995,-0.437438546
4.95,-0.437016024
4.95005,-0.43659346
4.9501,-0.436170852
4.95015,-0.435748201
4.9502,-0.435325507
4.95025,-0.43490277
4.9503,-0.43447999
4.95035,-0.434057167
4.9504,-0.433634302
4.95045,-0.433211393
4.9505,-0.432788442
4.95055,-0.432365448
4.9506,-0.431942412
4.95065,-0.431519333
4.9507,-0.431096211
4.95075,-0.430673046
4.9508,-0.43024984
4.95085,-0.42982659
4.9509,-0.429403299
4.95095,-0.428979965
4.951,-0.428556588
4.95105,-0.428133169
4.9511,-0.427709709
4.95115,-0.427286205
4.9512,-0.42686266
4.95125,-0.426439073
4.9513,-0.426015443
4.95135,-0.425591771
4.9514,-0.425168058
4.95145,-0.424744302
4.9515,-0.424320505
4.95155,-0.423896665
4.9516,-0.423472784
4.95165,-0.423048861
4.9517,-0.422624896
4.95175,-0.42220089
4.9518,-0.421776842
4.95185,-0.421352752
4.9519,-0.420928621
4.95195,-0.420504448
4.952,-0.420080233
4.95205,-0.419655977
4.9521,-0.41923168
4.95215,-0.418807341
4.9522,-0.418382961
4.95225,-0.41795854
4.9523,-0.417534078
4.95235,-0.417109574
4.9524,-0.416685029
4.95245,-0.416260443
4.9525,-0.415835816
4.95255,-0.415411148
4.9526,-0.414986439
4.95265,-0.414561688
4.9527,-0.414136897
4.95275,-0.413712065
4.9528,-0.413287193
4.95285,-0.412862279
4.9529,-0.412437325
4.95295,-0.41201233
4.953,-0.411587294
4.95305,-0.411162218
4.9531,-0.410737101
4.95315,-0.410311944
4.9532,-0.409886746
4.95325,-0.409461508
4.9533,-0.409036229
4.95335,-0.40861091
4.9534,-0.40818555
4.95345,-0.407760151
4.9535,-0.407334711
4.95355,-0.40690923
4.9536,-0.40648371
4.95365,-0.40605815
4.9537,-0.405632549
4.95375,-0.405206908
4.9538,-0.404781228
4.95385,-0.404355507
4.9539,-0.403929747
4.95395,-0.403503947
4.954,-0.403078107
4.95405,-0.402652227
4.9541,-0.402226307
4.95415,-0.401800348
4.9542,-0.401374349
4.95425,-0.40094831
4.9543,-0.400522232
4.95435,-0.400096114
4.9544,-0.399669957
4.95445,-0.39924376
4.9545,-0.398817524
4.95455,-0.398391249
4.9546,-0.397964934
4.95465,-0.39753858
4.9547,-0.397112187
4.95475,-0.396685755
4.9548,-0.396259283
4.95485,-0.395832772
4.9549,-0.395406223
4.95495,-0.394979634
4.955,-0.394553006
4.95505,-0.394126339
4.9551,-0.393699634
4.95515,-0.393272889
4.9552,-0.392846106
4.95525,-0.392419284
4.9553,-0.391992423
4.95535,-0.391565524
4.9554,-0.391138585
4.95545,-0.390711609
4.9555,-0.390284594
4.95555,-0.38985754
4.9556,-0.389430447
4.95565,-0.389003317
4.9557,-0.388576148
4.95575,-0.38814894
4.9558,-0.387721694
4.95585,-0.38729441
4.9559,-0.386867088
4.95595,-0.386439728
4.956,-0.386012329
4.95605,-0.385584892
4.9561,-0.385157418
4.95615,-0.384729905
4.9562,-0.384302354
4.95625,-0.383874766
4.9563,-0.383447139
4.95635,-0.383019475
4.9564,-0.382591773
4.95645,-0.382164033
4.9565,-0.381736255
4.95655,-0.38130844
4.9566,-0.380880587
4.95665,-0.380452696
4.9567,-0.380024768
4.95675,-0.379596802
4.9568,-0.379168799
4.95685,-0.378740759
4.9569,-0.378312681
4.95695,-0.377884566
4.957,-0.377456413
4.95705,-0.377028223
4.9571,-0.376599996
4.95715,-0.376171732
4.9572,-0.375743431
4.95725,-0.375315093
4.9573,-0.374886717
4.95735,-0.374458305
4.9574,-0.374029855
4.95745,-0.373601369
4.9575,-0.373172846
4.95755,-0.372744286
4.9576,-0.372315689
4.95765,-0.371887056
4.9577,-0.371458386
4.95775,-0.371029679
4.9578,-0.370600935
4.95785,-0.370172155
4.9579,-0.369743338
4.95795,-0.369314485
4.958,-0.368885596
4.95805,-0.36845667
4.9581,-0.368027708
4.95815,-0.367598709
4.9582,-0.367169674
4.95825,-0.366740603
4.9583,-0.366311495
4.95835,-0.365882352
4.9584,-0.365453172
4.95845,-0.365023957
4.9585,-0.364594705
4.95855,-0.364165417
4.9586,-0.363736094
4.95865,-0.363306734
4.9587,-0.362877339
4.95875,-0.362447907
4.9588,-0.36201844
4.95885,-0.361588938
4.9589,-0.361159399
4.95895,-0.360729825
4.959,-0.360300216
4.95905,-0.35987057
4.9591,-0.35944089
4.95915,-0.359011173
4.9592,-0.358581422
4.95925,-0.358151635
4.9593,-0.357721812
4.95935,-0.357291955
4.9594,-0.356862062
4.95945,-0.356432134
4.9595,-0.35600217
4.95955,-0.355572172
4.9596,-0.355142138
4.95965,-0.35471207
4.9597,-0.354281966
4.95975,-0.353851827
4.9598,-0.353421654
4.95985,-0.352991445
4.9599,-0.352561202
4.95995,-0.352130924
4.96,-0.351700611
4.96005,-0.351270264
4.9601,-0.350839882
4.96015,-0.350409465
4.9602,-0.349979013
4.96025,-0.349548527
4.9603,-0.349118007
4.96035,-0.348687452
4.9604,-0.348256863
4.96045,-0.347826239
4.9605,-0.347395581
4.96055,-0.346964889
4.9606,-0.346534162
4.96065,-0.346103402
4.9607,-0.345672607
4.96075,-0.345241778
4.9608,-0.344810915
4.96085,-0.344380018
4.9609,-0.343949086
4.96095,-0.343518121
4.961,-0.343087122
4.96105,-0.34265609
4.9611,-0.342225023
4.96115,-0.341793923
4.9612,-0.341362788
4.96125,-0.340931621
4.9613,-0.340500419
4.96135,-0.340069184
4.9614,-0.339637915
4.96145,-0.339206613
4.9615,-0.338775278
4.96155,-0.338343908
4.9616,-0.337912506
4.96165,-0.33748107
4.9617,-0.337049601
4.96175,-0.336618099
4.9618,-0.336186563
4.96185,-0.335754994
4.9619,-0.335323392
4.96195,-0.334891757
4.962,-0.334460089
4.96205,-0.334028388
4.9621,-0.333596654
4.96215,-0.333164887
4.9622,-0.332733087
4.96225,-0.332301254
4.9623,-0.331869389
4.96235,-0.331437491
4.9624,-0.33100556
4.96245,-0.330573596
4.9625,-0.3301416
4.96255,-0.329709571
4.9626,-0.329277509
4.96265,-0.328845415
4.9627,-0.328413289
4.96275,-0.32798113
4.9628,-0.327548939
4.96285,-0.327116716
4.9629,-0.32668446
4.96295,-0.326252172
4.963,-0.325819852
4.96305,-0.325387499
4.9631,-0.324955115
4.96315,-0.324522699
4.9632,-0.32409025
4.96325,-0.323657769
4.9633,-0.323225257
4.96335,-0.322792712
4.9634,-0.322360136
4.96345,-0.321927528
4.9635,-0.321494888
4.96355,-0.321062217
4.9636,-0.320629514
4.96365,-0.320196779
4.9637,-0.319764012
4.96375,-0.319331214
4.9638,-0.318898384
4.96385,-0.318465523
4.9639,-0.318032631
4.96395,-0.317599707
4.964,-0.317166752
4.96405,-0.316733765
4.9641,-0.316300747
4.96415,-0.315867698
4.9642,-0.315434618
4.96425,-0.315001507
4.9643,-0.314568365
4.96435,-0.314135191
4.9644,-0.313701987
4.96445,-0.313268751
4.9645,-0.312835485
4.96455,-0.312402188
4.9646,-0.31196886
4.96465,-0.311535501
4.9647,-0.311102111
4.96475,-0.310668691
4.9648,-0.31023524
4.96485,-0.309801759
4.9649,-0.309368246
4.96495,-0.308934704
4.965,-0.308501131
4.96505,-0.308067527
4.9651,-0.307633893
4.96515,-0.307200229
4.9652,-0.306766534
4.96525,-0.306332809
4.9653,-0.305899054
4.96535,-0.305465268
4.9654,-0.305031453
4.96545,-0.304597607
4.9655,-0.304163731
4.96555,-0.303729826
4.9656,-0.30329589
4.96565,-0.302861924
4.9657,-0.302427929
4.96575,-0.301993903
4.9658,-0.301559848
4.96585,-0.301125763
4.9659,-0.300691649
4.96595,-0.300257504
4.966,-0.29982333
4.96605,-0.299389127
4.9661,-0.298954893
4.96615,-0.298520631
4.9662,-0.298086339
4.96625,-0.297652017
4.9663,-0.297217666
4.96635,-0.296783286
4.9664,-0.296348877
4.96645,-0.295914438
4.9665,-0.29547997
4.96655,-0.295045473
4.9666,-0.294610947
4.96665,-0.294176391
4.9667,-0.293741807
4.96675,-0.293307193
4.9668,-0.292872551
4.96685,-0.29243788
4.9669,-0.29200318
4.96695,-0.291568451
4.967,-0.291133693
4.96705,-0.290698907
4.9671,-0.290264092
4.96715,-0.289829248
4.9672,-0.289394376
4.96725,-0.288959475
4.9673,-0.288524545
4.96735,-0.288089588
4.9674,-0.287654601
4.96745,-0.287219586
4.9675,-0.286784543
4.96755,-0.286349472
4.9676,-0.285914372
4.96765,-0.285479245
4.9677,-0.285044088
4.96775,-0.284608904
4.9678,-0.284173692
4.96785,-0.283738452
4.9679,-0.283303183
4.96795,-0.282867887
4.968,-0.282432563
4.96805,-0.281997211
4.9681,-0.281561831
4.96815,-0.281126423
4.9682,-0.280690988
4.96825,-0.280255525
4.9683,-0.279820034
4.96835,-0.279384516
4.9684,-0.27894897
4.96845,-0.278513396
4.9685,-0.278077795
4.96855,-0.277642167
4.9686,-0.277206511
4.96865,-0.276770828
4.9687,-0.276335117
4.96875,-0.275899379
4.9688,-0.275463614
4.96885,-0.275027822
4.9689,-0.274592003
4.96895,-0.274156156
4.969,-0.273720283
4.96905,-0.273284382
4.9691,-0.272848455
4.96915,-0.2724125
4.9692,-0.271976519
4.96925,-0.271540511
4.9693,-0.271104476
4.96935,-0.270668414
4.9694,-0.270232326
4.96945,-0.269796211
4.9695,-0.269360069
4.96955,-0.268923901
4.9696,-0.268487706
4.96965,-0.268051484
4.9697,-0.267615236
4.96975,-0.267178962
4.9698,-0.266742662
4.96985,-0.266306335
4.9699,-0.265869982
4.96995,-0.265433602
4.97,-0.264997196
4.97005,-0.264560765
4.9701,-0.264124307
4.97015,-0.263687823
4.9702,-0.263251313
4.97025,-0.262814777
4.9703,-0.262378215
4.97035,-0.261941627
4.9704,-0.261505013
4.97045,-0.261068374
4.9705,-0.260631709
4.97055,-0.260195018
4.9706,-0.259758301
4.97065,-0.259321559
4.9707,-0.258884791
4.97075,-0.258447997
