Domain, Ia
1.3864,0.92586871
1.38645,0.925532828
1.3865,0.925196853
1.38655,0.924860788
1.3866,0.924524631
1.38665,0.924188383
1.3867,0.923852044
1.38675,0.923515613
1.3868,0.923179092
1.38685,0.922842479
1.3869,0.922505775
1.38695,0.922168981
1.387,0.921832095
1.38705,0.921495118
1.3871,0.92115805
1.38715,0.920820892
1.3872,0.920483642
1.38725,0.920146302
1.3873,0.91980887
1.38735,0.919471348
1.3874,0.919133736
1.38745,0.918796032
1.3875,0.918458238
1.38755,0.918120353
1.3876,0.917782378
1.38765,0.917444312
1.3877,0.917106155
1.38775,0.916767908
1.3878,0.916429571
1.38785,0.916091143
1.3879,0.915752624
1.38795,0.915414016
1.388,0.915075316
1.38805,0.914736527
1.3881,0.914397647
1.38815,0.914058677
1.3882,0.913719617
1.38825,0.913380467
1.3883,0.913041226
1.38835,0.912701896
1.3884,0.912362475
1.38845,0.912022964
1.3885,0.911683364
1.38855,0.911343673
1.3886,0.911003892
1.38865,0.910664021
1.3887,0.910324061
1.38875,0.909984011
1.3888,0.909643871
1.38885,0.909303641
1.3889,0.908963321
1.38895,0.908622912
1.389,0.908282413
1.38905,0.907941824
1.3891,0.907601146
1.38915,0.907260378
1.3892,0.90691952
1.38925,0.906578573
1.3893,0.906237537
1.38935,0.905896411
1.3894,0.905555196
1.38945,0.905213891
1.3895,0.904872497
1.38955,0.904531014
1.3896,0.904189441
1.38965,0.90384778
1.3897,0.903506029
1.38975,0.903164189
1.3898,0.902822259
1.38985,0.902480241
1.3899,0.902138133
1.38995,0.901795937
1.39,0.901453651
1.39005,0.901111277
1.3901,0.900768813
1.39015,0.900426261
1.3902,0.90008362
1.39025,0.89974089
1.3903,0.899398071
1.39035,0.899055163
1.3904,0.898712167
1.39045,0.898369082
1.3905,0.898025908
1.39055,0.897682646
1.3906,0.897339295
1.39065,0.896995856
1.3907,0.896652328
1.39075,0.896308711
1.3908,0.895965006
1.39085,0.895621213
1.3909,0.895277331
1.39095,0.894933361
1.391,0.894589302
1.39105,0.894245155
1.3911,0.89390092
1.39115,0.893556597
1.3912,0.893212186
1.39125,0.892867686
1.3913,0.892523098
1.39135,0.892178422
1.3914,0.891833659
1.39145,0.891488807
1.3915,0.891143867
1.39155,0.890798839
1.3916,0.890453723
1.39165,0.89010852
1.3917,0.889763228
1.39175,0.889417849
1.3918,0.889072382
1.39185,0.888726827
1.3919,0.888381184
1.39195,0.888035454
1.392,0.887689636
1.39205,0.887343731
1.3921,0.886997738
1.39215,0.886651657
1.3922,0.886305489
1.39225,0.885959233
1.3923,0.88561289
1.39235,0.88526646
1.3924,0.884919942
1.39245,0.884573337
1.3925,0.884226644
1.39255,0.883879865
1.3926,0.883532998
1.39265,0.883186044
1.3927,0.882839002
1.39275,0.882491874
1.3928,0.882144658
1.39285,0.881797356
1.3929,0.881449966
1.39295,0.881102489
1.393,0.880754926
1.39305,0.880407275
1.3931,0.880059538
1.39315,0.879711713
1.3932,0.879363802
1.39325,0.879015804
1.3933,0.87866772
1.39335,0.878319548
1.3934,0.87797129
1.39345,0.877622946
1.3935,0.877274514
1.39355,0.876925996
1.3936,0.876577392
1.39365,0.876228701
1.3937,0.875879923
1.39375,0.875531059
1.3938,0.875182109
1.39385,0.874833072
1.3939,0.874483949
1.39395,0.87413474
1.394,0.873785444
1.39405,0.873436063
1.3941,0.873086595
1.39415,0.87273704
1.3942,0.8723874
1.39425,0.872037673
1.3943,0.871687861
1.39435,0.871337962
1.3944,0.870987978
1.39445,0.870637907
1.3945,0.870287751
1.39455,0.869937508
1.3946,0.86958718
1.39465,0.869236766
1.3947,0.868886266
1.39475,0.868535681
1.3948,0.868185009
1.39485,0.867834252
1.3949,0.86748341
1.39495,0.867132482
1.395,0.866781468
1.39505,0.866430368
1.3951,0.866079183
1.39515,0.865727913
1.3952,0.865376557
1.39525,0.865025116
1.3953,0.864673589
1.39535,0.864321977
1.3954,0.86397028
1.39545,0.863618498
1.3955,0.86326663
1.39555,0.862914677
1.3956,0.862562639
1.39565,0.862210516
1.3957,0.861858307
1.39575,0.861506014
1.3958,0.861153635
1.39585,0.860801172
1.3959,0.860448624
1.39595,0.86009599
1.396,0.859743272
1.39605,0.859390469
1.3961,0.859037581
1.39615,0.858684608
1.3962,0.858331551
1.39625,0.857978409
1.3963,0.857625182
1.39635,0.857271871
1.3964,0.856918475
1.39645,0.856564994
1.3965,0.856211429
1.39655,0.855857779
1.3966,0.855504045
1.39665,0.855150226
1.3967,0.854796323
1.39675,0.854442336
1.3968,0.854088264
1.39685,0.853734108
1.3969,0.853379868
1.39695,0.853025544
1.397,0.852671135
1.39705,0.852316642
1.3971,0.851962065
1.39715,0.851607404
1.3972,0.851252659
1.39725,0.85089783
1.3973,0.850542917
1.39735,0.85018792
1.3974,0.849832839
1.39745,0.849477674
1.3975,0.849122426
1.39755,0.848767093
1.3976,0.848411677
1.39765,0.848056177
1.3977,0.847700594
1.39775,0.847344926
1.3978,0.846989175
1.39785,0.846633341
1.3979,0.846277423
1.39795,0.845921421
1.398,0.845565336
1.39805,0.845209168
1.3981,0.844852916
1.39815,0.84449658
1.3982,0.844140161
1.39825,0.843783659
1.3983,0.843427074
1.39835,0.843070406
1.3984,0.842713654
1.39845,0.842356819
1.3985,0.841999901
1.39855,0.8416429
1.3986,0.841285816
1.39865,0.840928648
1.3987,0.840571398
1.39875,0.840214065
1.3988,0.839856649
1.39885,0.83949915
1.3989,0.839141568
1.39895,0.838783903
1.399,0.838426156
1.39905,0.838068325
1.3991,0.837710412
1.39915,0.837352417
1.3992,0.836994339
1.39925,0.836636178
1.3993,0.836277934
1.39935,0.835919608
1.3994,0.8355612
1.39945,0.835202709
1.3995,0.834844135
1.39955,0.83448548
1.3996,0.834126741
1.39965,0.833767921
1.3997,0.833409018
1.39975,0.833050033
1.3998,0.832690966
1.39985,0.832331817
1.3999,0.831972585
1.39995,0.831613271
1.4,0.831253876
1.40005,0.830894398
1.4001,0.830534838
1.40015,0.830175196
1.4002,0.829815472
1.40025,0.829455667
1.4003,0.829095779
1.40035,0.82873581
1.4004,0.828375759
1.40045,0.828015626
1.4005,0.827655412
1.40055,0.827295115
1.4006,0.826934737
1.40065,0.826574278
1.4007,0.826213737
1.40075,0.825853114
1.4008,0.82549241
1.40085,0.825131624
1.4009,0.824770757
1.40095,0.824409809
1.401,0.824048779
1.40105,0.823687668
1.4011,0.823326475
1.40115,0.822965202
1.4012,0.822603847
1.40125,0.822242411
1.4013,0.821880893
1.40135,0.821519295
1.4014,0.821157615
1.40145,0.820795855
1.4015,0.820434013
1.40155,0.820072091
1.4016,0.819710087
1.40165,0.819348003
1.4017,0.818985838
1.40175,0.818623592
1.4018,0.818261265
1.40185,0.817898857
1.4019,0.817536369
1.40195,0.8171738
1.402,0.81681115
1.40205,0.81644842
1.4021,0.816085609
1.40215,0.815722718
1.4022,0.815359746
1.40225,0.814996694
1.4023,0.814633561
1.40235,0.814270348
1.4024,0.813907054
1.40245,0.81354368
1.4025,0.813180226
1.40255,0.812816691
1.4026,0.812453077
1.40265,0.812089382
1.4027,0.811725607
1.40275,0.811361752
1.4028,0.810997816
1.40285,0.810633801
1.4029,0.810269706
1.40295,0.809905531
1.403,0.809541276
1.40305,0.80917694
1.4031,0.808812526
1.40315,0.808448031
1.4032,0.808083456
1.40325,0.807718802
1.4033,0.807354068
1.40335,0.806989254
1.4034,0.806624361
1.40345,0.806259388
1.4035,0.805894335
1.40355,0.805529203
1.4036,0.805163992
1.40365,0.804798701
1.4037,0.80443333
1.40375,0.80406788
1.4038,0.803702351
1.40385,0.803336743
1.4039,0.802971055
1.40395,0.802605288
1.404,0.802239441
1.40405,0.801873516
1.4041,0.801507511
1.40415,0.801141428
1.4042,0.800775265
1.40425,0.800409023
1.4043,0.800042702
1.40435,0.799676302
1.4044,0.799309824
1.40445,0.798943266
1.4045,0.79857663
1.40455,0.798209914
1.4046,0.79784312
1.40465,0.797476247
1.4047,0.797109296
1.40475,0.796742266
1.4048,0.796375157
1.40485,0.79600797
1.4049,0.795640704
1.40495,0.795273359
1.405,0.794905936
1.40505,0.794538435
1.4051,0.794170855
1.40515,0.793803197
1.4052,0.79343546
1.40525,0.793067645
1.4053,0.792699752
1.40535,0.792331781
1.4054,0.791963731
1.40545,0.791595603
1.4055,0.791227397
1.40555,0.790859113
1.4056,0.790490751
1.40565,0.790122311
1.4057,0.789753793
1.40575,0.789385197
1.4058,0.789016523
1.40585,0.788647772
1.4059,0.788278942
1.40595,0.787910035
1.406,0.787541049
1.40605,0.787171987
1.4061,0.786802846
1.40615,0.786433628
1.4062,0.786064332
1.40625,0.785694958
1.4063,0.785325507
1.40635,0.784955979
1.4064,0.784586373
1.40645,0.78421669
1.4065,0.783846929
1.40655,0.783477091
1.4066,0.783107175
1.40665,0.782737182
1.4067,0.782367112
1.40675,0.781996965
1.4068,0.781626741
1.40685,0.781256439
1.4069,0.78088606
1.40695,0.780515605
1.407,0.780145072
1.40705,0.779774462
1.4071,0.779403775
1.40715,0.779033012
1.4072,0.778662171
1.40725,0.778291254
1.4073,0.77792026
1.40735,0.777549189
1.4074,0.777178041
1.40745,0.776806816
1.4075,0.776435515
1.40755,0.776064138
1.4076,0.775692683
1.40765,0.775321152
1.4077,0.774949545
1.40775,0.774577861
1.4078,0.774206101
1.40785,0.773834264
1.4079,0.773462351
1.40795,0.773090361
1.408,0.772718296
1.40805,0.772346154
1.4081,0.771973935
1.40815,0.771601641
1.4082,0.77122927
1.40825,0.770856824
1.4083,0.770484301
1.40835,0.770111702
1.4084,0.769739027
1.40845,0.769366276
1.4085,0.768993449
1.40855,0.768620547
1.4086,0.768247568
1.40865,0.767874514
1.4087,0.767501384
1.40875,0.767128178
1.4088,0.766754896
1.40885,0.766381539
1.4089,0.766008106
1.40895,0.765634598
1.409,0.765261014
1.40905,0.764887354
1.4091,0.764513619
1.40915,0.764139808
1.4092,0.763765922
1.40925,0.763391961
1.4093,0.763017924
1.40935,0.762643812
1.4094,0.762269625
1.40945,0.761895363
1.4095,0.761521025
1.40955,0.761146612
1.4096,0.760772124
1.40965,0.760397561
1.4097,0.760022923
1.40975,0.75964821
1.4098,0.759273422
1.40985,0.758898559
1.4099,0.758523621
1.40995,0.758148608
1.41,0.757773521
1.41005,0.757398358
1.4101,0.757023121
1.41015,0.756647809
1.4102,0.756272423
1.41025,0.755896961
1.4103,0.755521426
1.41035,0.755145815
1.4104,0.75477013
1.41045,0.754394371
1.4105,0.754018537
1.41055,0.753642629
1.4106,0.753266646
1.41065,0.752890589
1.4107,0.752514458
1.41075,0.752138252
1.4108,0.751761973
1.41085,0.751385619
1.4109,0.75100919
1.41095,0.750632688
1.411,0.750256112
1.41105,0.749879461
1.4111,0.749502737
1.41115,0.749125939
1.4112,0.748749066
1.41125,0.74837212
1.4113,0.7479951
1.41135,0.747618006
1.4114,0.747240838
1.41145,0.746863597
1.4115,0.746486282
1.41155,0.746108893
1.4116,0.745731431
1.41165,0.745353894
1.4117,0.744976285
1.41175,0.744598602
1.4118,0.744220845
1.41185,0.743843015
1.4119,0.743465111
1.41195,0.743087135
1.412,0.742709084
1.41205,0.742330961
1.4121,0.741952764
1.41215,0.741574494
1.4122,0.741196151
1.41225,0.740817734
1.4123,0.740439245
1.41235,0.740060682
1.4124,0.739682047
1.41245,0.739303338
1.4125,0.738924557
1.41255,0.738545702
1.4126,0.738166775
1.41265,0.737787774
1.4127,0.737408701
1.41275,0.737029555
1.4128,0.736650337
1.41285,0.736271046
1.4129,0.735891682
1.41295,0.735512245
1.413,0.735132736
1.41305,0.734753154
1.4131,0.7343735
1.41315,0.733993773
1.4132,0.733613974
1.41325,0.733234102
1.4133,0.732854158
1.41335,0.732474142
1.4134,0.732094054
1.41345,0.731713893
1.4135,0.73133366
1.41355,0.730953355
1.4136,0.730572977
1.41365,0.730192528
1.4137,0.729812006
1.41375,0.729431413
1.4138,0.729050747
1.41385,0.72867001
1.4139,0.7282892
1.41395,0.727908319
1.414,0.727527366
1.41405,0.727146341
1.4141,0.726765244
1.41415,0.726384076
1.4142,0.726002835
1.41425,0.725621524
1.4143,0.72524014
1.41435,0.724858685
1.4144,0.724477159
1.41445,0.724095561
1.4145,0.723713891
1.41455,0.72333215
1.4146,0.722950338
1.41465,0.722568454
1.4147,0.722186499
1.41475,0.721804473
1.4148,0.721422376
1.41485,0.721040207
1.4149,0.720657967
1.41495,0.720275656
1.415,0.719893274
1.41505,0.719510821
1.4151,0.719128297
1.41515,0.718745702
1.4152,0.718363036
1.41525,0.717980299
1.4153,0.717597491
1.41535,0.717214612
1.4154,0.716831663
1.41545,0.716448643
1.4155,0.716065552
1.41555,0.71568239
1.4156,0.715299158
1.41565,0.714915855
1.4157,0.714532482
1.41575,0.714149038
1.4158,0.713765524
1.41585,0.713381939
1.4159,0.712998284
1.41595,0.712614558
1.416,0.712230762
1.41605,0.711846896
1.4161,0.711462959
1.41615,0.711078953
1.4162,0.710694876
1.41625,0.710310729
1.4163,0.709926512
1.41635,0.709542225
1.4164,0.709157867
1.41645,0.70877344
1.4165,0.708388943
1.41655,0.708004376
1.4166,0.707619739
1.41665,0.707235032
1.4167,0.706850256
1.41675,0.706465409
1.4168,0.706080493
1.41685,0.705695508
1.4169,0.705310452
1.41695,0.704925327
1.417,0.704540133
1.41705,0.704154868
1.4171,0.703769535
1.41715,0.703384132
1.4172,0.702998659
1.41725,0.702613117
1.4173,0.702227506
1.41735,0.701841826
1.4174,0.701456076
1.41745,0.701070257
1.4175,0.700684368
1.41755,0.700298411
1.4176,0.699912385
1.41765,0.699526289
1.4177,0.699140124
1.41775,0.698753891
1.4178,0.698367588
1.41785,0.697981217
1.4179,0.697594776
1.41795,0.697208267
1.418,0.696821689
1.41805,0.696435042
1.4181,0.696048327
1.41815,0.695661542
1.4182,0.695274689
1.41825,0.694887768
1.4183,0.694500778
1.41835,0.694113719
1.4184,0.693726592
1.41845,0.693339396
1.4185,0.692952132
1.41855,0.6925648
1.4186,0.692177399
1.41865,0.69178993
1.4187,0.691402392
1.41875,0.691014787
1.4188,0.690627113
1.41885,0.690239371
1.4189,0.689851561
1.41895,0.689463682
1.419,0.689075736
1.41905,0.688687722
1.4191,0.68829964
1.41915,0.687911489
1.4192,0.687523271
1.41925,0.687134985
1.4193,0.686746632
1.41935,0.68635821
1.4194,0.685969721
1.41945,0.685581164
1.4195,0.685192539
1.41955,0.684803847
1.4196,0.684415087
1.41965,0.68402626
1.4197,0.683637365
1.41975,0.683248402
1.4198,0.682859372
1.41985,0.682470275
1.4199,0.682081111
1.41995,0.681691879
1.42,0.68130258
1.42005,0.680913213
1.4201,0.68052378
1.42015,0.680134279
1.4202,0.679744711
1.42025,0.679355076
1.4203,0.678965374
1.42035,0.678575605
1.4204,0.678185769
1.42045,0.677795866
1.4205,0.677405896
1.42055,0.677015859
1.4206,0.676625756
1.42065,0.676235585
1.4207,0.675845348
1.42075,0.675455045
1.4208,0.675064674
1.42085,0.674674237
1.4209,0.674283733
1.42095,0.673893163
1.421,0.673502527
1.42105,0.673111823
1.4211,0.672721054
1.42115,0.672330218
1.4212,0.671939315
1.42125,0.671548347
1.4213,0.671157312
1.42135,0.670766211
1.4214,0.670375043
1.42145,0.66998381
1.4215,0.66959251
1.42155,0.669201144
1.4216,0.668809712
1.42165,0.668418215
1.4217,0.668026651
1.42175,0.667635021
1.4218,0.667243325
1.42185,0.666851564
1.4219,0.666459737
1.42195,0.666067844
1.422,0.665675885
1.42205,0.66528386
1.4221,0.66489177
1.42215,0.664499614
1.4222,0.664107393
1.42225,0.663715106
1.4223,0.663322754
1.42235,0.662930336
1.4224,0.662537852
1.42245,0.662145304
1.4225,0.66175269
1.42255,0.66136001
1.4226,0.660967266
1.42265,0.660574456
1.4227,0.660181581
1.42275,0.65978864
1.4228,0.659395635
1.42285,0.659002565
1.4229,0.658609429
1.42295,0.658216229
1.423,0.657822963
1.42305,0.657429633
1.4231,0.657036238
1.42315,0.656642777
1.4232,0.656249253
1.42325,0.655855663
1.4233,0.655462008
1.42335,0.655068289
1.4234,0.654674506
1.42345,0.654280657
1.4235,0.653886744
1.42355,0.653492767
1.4236,0.653098725
1.42365,0.652704618
1.4237,0.652310448
1.42375,0.651916212
1.4238,0.651521913
1.42385,0.651127549
1.4239,0.650733121
1.42395,0.650338628
1.424,0.649944072
1.42405,0.649549451
1.4241,0.649154766
1.42415,0.648760018
1.4242,0.648365205
1.42425,0.647970328
1.4243,0.647575387
1.42435,0.647180382
1.4244,0.646785313
1.42445,0.646390181
1.4245,0.645994985
1.42455,0.645599725
1.4246,0.645204401
1.42465,0.644809014
1.4247,0.644413563
1.42475,0.644018048
1.4248,0.64362247
1.42485,0.643226828
1.4249,0.642831123
1.42495,0.642435354
1.425,0.642039522
1.42505,0.641643626
1.4251,0.641247668
1.42515,0.640851646
1.4252,0.64045556
1.42525,0.640059412
1.4253,0.6396632
1.42535,0.639266925
1.4254,0.638870587
1.42545,0.638474186
1.4255,0.638077722
1.42555,0.637681195
1.4256,0.637284606
1.42565,0.636887953
1.4257,0.636491237
1.42575,0.636094459
1.4258,0.635697617
1.42585,0.635300713
1.4259,0.634903747
1.42595,0.634506717
1.426,0.634109625
1.42605,0.633712471
1.4261,0.633315254
1.42615,0.632917974
1.4262,0.632520632
1.42625,0.632123227
1.4263,0.631725761
1.42635,0.631328231
1.4264,0.63093064
1.42645,0.630532986
1.4265,0.63013527
1.42655,0.629737492
1.4266,0.629339651
1.42665,0.628941749
1.4267,0.628543784
1.42675,0.628145757
1.4268,0.627747669
1.42685,0.627349518
1.4269,0.626951306
1.42695,0.626553031
1.427,0.626154695
1.42705,0.625756297
1.4271,0.625357837
1.42715,0.624959316
1.4272,0.624560733
1.42725,0.624162088
1.4273,0.623763382
1.42735,0.623364614
1.4274,0.622965784
1.42745,0.622566893
1.4275,0.622167941
1.42755,0.621768927
1.4276,0.621369852
1.42765,0.620970715
1.4277,0.620571517
1.42775,0.620172258
1.4278,0.619772938
1.42785,0.619373556
1.4279,0.618974114
1.42795,0.61857461
1.428,0.618175046
1.42805,0.61777542
1.4281,0.617375733
1.42815,0.616975985
1.4282,0.616576177
1.42825,0.616176308
1.4283,0.615776377
1.42835,0.615376386
1.4284,0.614976335
1.42845,0.614576222
1.4285,0.614176049
1.42855,0.613775816
1.4286,0.613375521
1.42865,0.612975167
1.4287,0.612574751
1.42875,0.612174276
1.4288,0.611773739
1.42885,0.611373143
1.4289,0.610972486
1.42895,0.610571769
1.429,0.610170991
1.42905,0.609770154
1.4291,0.609369256
1.42915,0.608968298
1.4292,0.60856728
1.42925,0.608166202
1.4293,0.607765063
1.42935,0.607363865
1.4294,0.606962607
1.42945,0.606561289
1.4295,0.606159911
1.42955,0.605758474
1.4296,0.605356976
1.42965,0.604955419
1.4297,0.604553802
1.42975,0.604152125
1.4298,0.603750389
1.42985,0.603348593
1.4299,0.602946738
1.42995,0.602544823
1.43,0.602142849
1.43005,0.601740815
1.4301,0.601338722
1.43015,0.600936569
1.4302,0.600534357
1.43025,0.600132086
1.4303,0.599729756
1.43035,0.599327366
1.4304,0.598924918
1.43045,0.59852241
1.4305,0.598119843
1.43055,0.597717217
1.4306,0.597314532
1.43065,0.596911789
1.4307,0.596508986
1.43075,0.596106124
1.4308,0.595703204
1.43085,0.595300225
1.4309,0.594897187
1.43095,0.59449409
1.431,0.594090934
1.43105,0.59368772
1.4311,0.593284448
1.43115,0.592881117
1.4312,0.592477727
1.43125,0.592074279
1.4313,0.591670772
1.43135,0.591267207
1.4314,0.590863584
1.43145,0.590459902
1.4315,0.590056162
1.43155,0.589652364
1.4316,0.589248508
1.43165,0.588844593
1.4317,0.588440621
1.43175,0.58803659
1.4318,0.587632501
1.43185,0.587228354
1.4319,0.58682415
1.43195,0.586419887
1.432,0.586015567
1.43205,0.585611188
1.4321,0.585206752
1.43215,0.584802258
1.4322,0.584397707
1.43225,0.583993097
1.4323,0.58358843
1.43235,0.583183706
1.4324,0.582778924
1.43245,0.582374084
1.4325,0.581969187
1.43255,0.581564233
1.4326,0.581159221
1.43265,0.580754151
1.4327,0.580349025
1.43275,0.579943841
1.4328,0.5795386
1.43285,0.579133301
1.4329,0.578727946
1.43295,0.578322533
1.433,0.577917064
1.43305,0.577511537
1.4331,0.577105953
1.43315,0.576700313
1.4332,0.576294615
1.43325,0.575888861
1.4333,0.575483049
1.43335,0.575077181
1.4334,0.574671256
1.43345,0.574265275
1.4335,0.573859237
1.43355,0.573453142
1.4336,0.57304699
1.43365,0.572640782
1.4337,0.572234518
1.43375,0.571828197
1.4338,0.571421819
1.43385,0.571015385
1.4339,0.570608895
1.43395,0.570202349
1.434,0.569795746
1.43405,0.569389087
1.4341,0.568982371
1.43415,0.5685756
1.4342,0.568168773
1.43425,0.567761889
1.4343,0.567354949
1.43435,0.566947954
1.4344,0.566540902
1.43445,0.566133795
1.4345,0.565726631
1.43455,0.565319412
1.4346,0.564912137
1.43465,0.564504806
1.4347,0.56409742
1.43475,0.563689978
1.4348,0.56328248
1.43485,0.562874926
1.4349,0.562467318
1.43495,0.562059653
1.435,0.561651933
1.43505,0.561244158
1.4351,0.560836327
1.43515,0.560428441
1.4352,0.5600205
1.43525,0.559612503
1.4353,0.559204451
1.43535,0.558796344
1.4354,0.558388182
1.43545,0.557979964
1.4355,0.557571692
1.43555,0.557163364
1.4356,0.556754982
1.43565,0.556346545
1.4357,0.555938052
1.43575,0.555529505
1.4358,0.555120903
1.43585,0.554712246
1.4359,0.554303535
1.43595,0.553894769
1.436,0.553485948
1.43605,0.553077072
1.4361,0.552668142
1.43615,0.552259157
1.4362,0.551850118
1.43625,0.551441024
1.4363,0.551031876
1.43635,0.550622674
1.4364,0.550213417
1.43645,0.549804106
1.4365,0.549394741
1.43655,0.548985321
1.4366,0.548575847
1.43665,0.548166319
1.4367,0.547756737
1.43675,0.547347101
1.4368,0.546937411
1.43685,0.546527667
1.4369,0.546117869
1.43695,0.545708017
1.437,0.545298111
1.43705,0.544888152
1.4371,0.544478138
1.43715,0.544068071
1.4372,0.54365795
1.43725,0.543247776
1.4373,0.542837548
1.43735,0.542427266
1.4374,0.542016931
1.43745,0.541606542
1.4375,0.5411961
1.43755,0.540785605
1.4376,0.540375056
1.43765,0.539964453
1.4377,0.539553798
1.43775,0.539143089
1.4378,0.538732327
1.43785,0.538321512
1.4379,0.537910643
1.43795,0.537499722
1.438,0.537088748
1.43805,0.53667772
1.4381,0.53626664
1.43815,0.535855506
1.4382,0.53544432
1.43825,0.535033081
1.4383,0.534621789
1.43835,0.534210444
1.4384,0.533799047
1.43845,0.533387597
1.4385,0.532976094
1.43855,0.532564539
1.4386,0.532152931
1.43865,0.531741271
1.4387,0.531329558
1.43875,0.530917792
1.4388,0.530505975
1.43885,0.530094105
1.4389,0.529682182
1.43895,0.529270207
1.439,0.528858181
1.43905,0.528446101
1.4391,0.52803397
1.43915,0.527621787
1.4392,0.527209551
1.43925,0.526797264
1.4393,0.526384924
1.43935,0.525972533
1.4394,0.52556009
1.43945,0.525147594
1.4395,0.524735047
1.43955,0.524322448
1.4396,0.523909798
1.43965,0.523497096
1.4397,0.523084342
1.43975,0.522671536
1.4398,0.522258679
1.43985,0.52184577
1.4399,0.52143281
1.43995,0.521019798
1.44,0.520606735
1.44005,0.520193621
1.4401,0.519780455
1.44015,0.519367238
1.4402,0.518953969
1.44025,0.51854065
1.4403,0.518127279
1.44035,0.517713857
1.4404,0.517300384
1.44045,0.51688686
1.4405,0.516473285
1.44055,0.516059659
1.4406,0.515645982
1.44065,0.515232254
1.4407,0.514818475
1.44075,0.514404645
1.4408,0.513990765
1.44085,0.513576834
1.4409,0.513162852
1.44095,0.51274882
1.441,0.512334737
1.44105,0.511920603
1.4411,0.511506419
1.44115,0.511092185
1.4412,0.5106779
1.44125,0.510263564
1.4413,0.509849178
1.44135,0.509434742
1.4414,0.509020256
1.44145,0.508605719
1.4415,0.508191133
1.44155,0.507776496
1.4416,0.507361809
1.44165,0.506947071
1.4417,0.506532284
1.44175,0.506117447
1.4418,0.50570256
1.44185,0.505287623
1.4419,0.504872636
1.44195,0.504457599
1.442,0.504042513
1.44205,0.503627376
1.4421,0.50321219
1.44215,0.502796955
1.4422,0.502381669
1.44225,0.501966335
1.4423,0.50155095
1.44235,0.501135516
1.4424,0.500720033
1.44245,0.5003045
1.4425,0.499888918
1.44255,0.499473287
1.4426,0.499057606
1.44265,0.498641876
1.4427,0.498226096
1.44275,0.497810268
1.4428,0.49739439
1.44285,0.496978464
1.4429,0.496562488
1.44295,0.496146463
1.443,0.49573039
1.44305,0.495314267
1.4431,0.494898096
1.44315,0.494481875
1.4432,0.494065606
1.44325,0.493649288
1.4433,0.493232922
1.44335,0.492816506
1.4434,0.492400042
1.44345,0.49198353
1.4435,0.491566969
1.44355,0.491150359
1.4436,0.490733701
1.44365,0.490316994
1.4437,0.48990024
1.44375,0.489483436
1.4438,0.489066585
1.44385,0.488649685
1.4439,0.488232737
1.44395,0.487815741
1.444,0.487398696
1.44405,0.486981604
1.4441,0.486564463
1.44415,0.486147274
1.4442,0.485730038
1.44425,0.485312753
1.4443,0.484895421
1.44435,0.484478041
1.4444,0.484060613
1.44445,0.483643137
1.4445,0.483225613
1.44455,0.482808042
1.4446,0.482390423
1.44465,0.481972756
1.4447,0.481555042
1.44475,0.481137281
1.4448,0.480719471
1.44485,0.480301615
1.4449,0.479883711
1.44495,0.47946576
1.445,0.479047761
1.44505,0.478629715
1.4451,0.478211622
1.44515,0.477793481
1.4452,0.477375294
1.44525,0.476957059
1.4453,0.476538777
1.44535,0.476120449
1.4454,0.475702073
1.44545,0.47528365
1.4455,0.474865181
1.44555,0.474446664
1.4456,0.474028101
1.44565,0.473609491
1.4457,0.473190834
1.44575,0.47277213
1.4458,0.47235338
1.44585,0.471934583
1.4459,0.47151574
1.44595,0.47109685
1.446,0.470677914
1.44605,0.470258931
1.4461,0.469839902
1.44615,0.469420826
1.4462,0.469001704
1.44625,0.468582536
1.4463,0.468163321
1.44635,0.46774406
1.4464,0.467324753
1.44645,0.4669054
1.4465,0.466486001
1.44655,0.466066556
1.4466,0.465647065
1.44665,0.465227528
1.4467,0.464807945
1.44675,0.464388316
1.4468,0.463968641
1.44685,0.463548921
1.4469,0.463129155
1.44695,0.462709343
1.447,0.462289485
1.44705,0.461869582
1.4471,0.461449633
1.44715,0.461029638
1.4472,0.460609599
1.44725,0.460189513
1.4473,0.459769382
1.44735,0.459349206
1.4474,0.458928985
1.44745,0.458508718
1.4475,0.458088406
1.44755,0.457668049
1.4476,0.457247646
1.44765,0.456827199
1.4477,0.456406706
1.44775,0.455986168
1.4478,0.455565586
1.44785,0.455144958
1.4479,0.454724285
1.44795,0.454303568
1.448,0.453882806
1.44805,0.453461999
1.4481,0.453041147
1.44815,0.45262025
1.4482,0.452199309
1.44825,0.451778323
1.4483,0.451357293
1.44835,0.450936218
1.4484,0.450515098
1.44845,0.450093934
1.4485,0.449672726
1.44855,0.449251473
1.4486,0.448830176
1.44865,0.448408835
1.4487,0.447987449
1.44875,0.447566019
1.4488,0.447144545
1.44885,0.446723027
1.4489,0.446301465
1.44895,0.445879858
1.449,0.445458208
1.44905,0.445036514
1.4491,0.444614776
1.44915,0.444192993
1.4492,0.443771168
1.44925,0.443349298
1.4493,0.442927384
1.44935,0.442505427
1.4494,0.442083426
1.44945,0.441661382
1.4495,0.441239294
1.44955,0.440817162
1.4496,0.440394987
1.44965,0.439972768
1.4497,0.439550506
1.44975,0.439128201
1.4498,0.438705852
1.44985,0.43828346
1.4499,0.437861025
1.44995,0.437438546
1.45,0.437016024
1.45005,0.43659346
1.4501,0.436170852
1.45015,0.435748201
1.4502,0.435325507
